"DAY","Set","            Team A                        ","Points","A SRV TTL","A SRV #","A SRV /","A SRV =","A PASS TTL","A PASS #","A PASS +","A PASS /","A PASS =","A ATT1 TTL","A ATT1 #","A ATT1 /","A ATT1=","A ATT2 TTL","A ATT2 #","A ATT2 /","A ATT2=","A BLOCK TTL","A BLOCK #","A BLOCK /","A BLOCK=","A SETTING","A SETTING =","Team B","Points","A SRV TTL","A SRV #","A SRV /","A SRV =","A PASS TTL","A PASS #","A PASS +","A PASS /","A PASS =","A ATT1 TTL","A ATT1 #","A ATT1 /","A ATT1=","A ATT2 TTL","A ATT2 #","A ATT2 /","A ATT2=","A BLOCK TTL","A BLOCK #","A BLOCK /","A BLOCK=","A SETTING","A SETTING ="
"10","5","Foinikas Syrou","13","14","0","0","1","9","0","1","0","3","6","2","2","0","3","2","0","0","8","1","0","6","8","0","Olympiacos","15","14","3","0","5","13","4","5","0","0","13","7","0","3","4","2","1","0","5","2","0","2","15","0"
"11","1","Ethnikos Alexandroupolis","25","24","2","0","3","15","5","5","2","0","12","7","0","2","11","5","0","0","9","3","0","4","11","1","Orestiada","18","19","0","2","4","21","7","3","0","2","14","10","0","1","8","2","3","0","5","0","0","5","16","3"
"11","2","Ethnikos Alexandroupolis","25","25","1","3","1","12","8","3","0","0","12","8","0","1","10","5","1","2","8","4","0","3","11","0","Orestiada","14","14","0","0","2","24","6","5","3","1","18","8","1","3","5","1","3","0","10","1","0","5","14","1"
"11","3","Ethnikos Alexandroupolis","25","24","1","3","2","15","4","4","2","0","13","8","0","1","13","9","0","2","9","2","0","5","10","0","Orestiada","16","17","0","2","2","22","7","3","3","1","15","7","2","2","4","3","0","0","10","0","0","6","14","2"
"11","1","Kifisia","25","24","2","1","4","19","2","8","1","1","16","10","2","1","8","3","1","2","8","3","0","2","14","0","Iraklis Petosfairishs","22","23","1","1","4","20","9","4","1","2","16","8","2","1","7","3","1","0","7","3","0","3","17","2"
"11","2","Kifisia","26","26","0","0","3","19","3","7","0","2","17","10","1","1","8","2","1","2","8","3","0","3","13","0","Iraklis Petosfairishs","24","24","2","0","5","23","10","6","0","0","21","8","3","5","10","6","0","0","12","2","0","4","19","1"
"11","3","Kifisia","25","24","1","2","5","14","2","6","2","0","12","8","2","1","8","5","1","1","11","5","0","3","11","0","Iraklis Petosfairishs","16","17","0","2","3","19","7","5","2","1","16","5","4","3","2","1","1","0","7","3","0","3","14","0"
"11","1","Olympiacos","25","24","2","1","3","19","6","2","1","1","17","12","0","0","10","5","0","0","17","3","0","9","28","0","Kyzikos Peramou","19","20","1","1","1","21","6","5","1","2","16","10","1","0","10","5","2","1","8","0","0","3","28","1"
"11","2","Olympiacos","25","25","1","1","0","13","3","7","1","0","12","6","2","1","5","4","0","0","14","2","0","10","16","0","Kyzikos Peramou","20","20","0","1","7","25","10","6","1","1","23","15","1","2","7","2","1","2","7","2","0","2","28","1"
"11","3","Olympiacos","25","24","4","4","4","14","4","4","0","1","13","6","1","3","10","8","0","1","4","2","0","1","21","1","Kyzikos Peramou","14","15","1","0","1","20","4","0","4","4","11","4","2","2","3","0","0","1","3","1","0","2","15","0"
"11","1","Paok","25","24","0","3","4","17","7","4","0","1","16","6","0","3","18","9","0","2","12","2","0","3","19","1","Pamvochaikos","20","21","1","0","4","20","10","3","3","0","15","7","0","0","10","1","2","3","16","0","0","6","20","1"
"11","2","Paok","25","25","2","0","2","15","7","4","0","0","15","8","2","0","10","4","1","1","13","4","0","4","15","1","Pamvochaikos","16","16","0","0","1","23","10","2","0","2","21","7","3","4","8","2","1","2","10","3","1","2","19","0"
"11","3","Paok","26","25","3","0","2","20","10","2","0","1","19","9","3","2","11","4","1","1","19","3","0","10","18","0","Pamvochaikos","24","25","1","0","5","23","8","6","0","3","20","12","1","1","11","2","2","1","13","4","0","5","21","0"
"11","1","Panathinaikos","25","25","3","2","10","21","5","4","0","1","20","10","3","2","11","4","0","1","9","4","0","2","13","0","Foinikas Syrou","22","22","1","0","1","15","1","2","2","3","9","4","2","0","7","1","2","2","12","3","0","2","6","1"
"11","2","Panathinaikos","22","22","0","3","0","20","5","4","1","2","17","4","1","2","13","5","2","0","20","6","0","8","16","0","Foinikas Syrou","25","25","2","1","5","22","5","6","3","0","20","11","2","0","15","7","4","2","15","3","0","3","14","0"
"11","3","Panathinaikos","19","20","2","2","2","18","4","4","1","3","13","4","1","2","10","4","2","1","11","2","0","5","11","1","Foinikas Syrou","25","24","3","1","6","18","6","3","2","2","14","9","1","0","8","4","1","1","7","3","0","2","13","0"
"11","4","Panathinaikos","25","24","2","3","2","17","5","3","1","2","14","8","2","1","15","6","1","1","10","1","0","3","10","1","Foinikas Syrou","19","20","2","1","3","22","4","3","3","2","15","5","0","1","9","4","1","2","14","3","0","5","12","2"
"11","5","Panathinaikos","15","14","0","1","3","12","1","4","1","0","11","5","2","1","5","2","0","0","9","4","0","2","5","0","Foinikas Syrou","12","13","0","1","1","11","2","2","1","0","10","4","2","1","8","2","2","2","7","2","0","4","3","0"
"11","1","Iraklis Chalkidas","25","25","3","1","5","19","3","5","2","0","17","7","1","2","11","7","0","1","11","3","0","4","26","0","Panachaiki","20","20","0","2","1","20","3","4","1","3","15","5","2","0","14","6","1","4","11","1","0","7","28","0"
"11","2","Iraklis Chalkidas","25","24","0","1","2","21","3","8","2","1","17","8","2","0","16","10","2","0","13","0","0","7","33","0","Panachaiki","23","24","1","2","3","22","3","11","1","0","20","12","0","2","9","4","0","2","21","4","0","7","35","0"
"11","3","Iraklis Chalkidas","25","25","2","1","3","19","3","4","0","1","17","7","1","1","10","6","0","3","14","3","0","3","19","0","Panachaiki","20","20","1","0","1","22","3","4","1","2","16","6","3","1","11","5","0","1","10","1","0","6","33","4"
"12","1","Kifisia","24","24","2","0","3","24","10","5","2","1","20","10","1","0","11","7","2","1","14","2","0","5","17","0","Foinikas Syrou","26","26","1","2","2","21","5","4","0","2","19","10","1","1","12","8","1","0","7","3","0","1","17","0"
"12","2","Kifisia","25","25","0","0","3","19","4","7","2","1","16","9","1","1","13","6","0","0","12","3","0","6","12","0","Foinikas Syrou","21","21","1","2","2","22","5","7","0","0","21","13","2","2","7","2","1","1","13","1","1","5","18","1"
"12","3","Kifisia","25","24","0","3","5","17","5","3","2","2","13","9","0","1","9","4","0","0","8","3","0","4","13","0","Foinikas Syrou","20","21","2","2","4","19","6","6","3","0","16","10","2","2","8","2","1","3","6","0","0","2","14","0"
"12","4","Kifisia","19","20","0","2","5","22","9","4","0","3","19","12","1","1","5","3","1","0","13","2","0","6","16","0","Foinikas Syrou","25","24","3","0","2","15","4","3","2","0","13","8","1","0","8","6","1","0","8","2","0","3","10","0"
"12","5","Kifisia","13","14","0","1","2","12","5","1","1","0","11","5","0","4","3","1","1","0","5","2","0","3","8","0","Foinikas Syrou","15","14","0","1","2","12","3","2","1","0","11","6","1","3","3","2","1","0","5","1","0","3","9","0"
"12","1","Orestiada","18","18","0","1","7","20","10","2","0","1","19","8","2","3","2","1","0","0","6","1","1","3","17","0","Iraklis Petosfairishs","25","25","1","0","5","11","2","3","1","0","9","6","0","1","9","5","1","1","7","2","0","1","9","1"
"12","2","Orestiada","25","25","0","4","5","17","4","6","0","2","15","6","1","2","16","8","1","3","9","4","0","2","14","0","Iraklis Petosfairishs","20","20","2","0","3","20","4","5","4","0","16","4","1","3","9","2","3","1","14","2","0","6","11","0"
"12","3","Orestiada","19","19","0","0","5","24","7","8","1","0","23","9","2","1","13","6","1","1","15","0","0","3","17","0","Iraklis Petosfairishs","25","25","0","1","1","14","5","3","0","0","14","6","0","2","21","9","0","0","16","3","1","6","12","0"
"12","4","Orestiada","19","20","0","0","4","22","8","5","3","1","18","7","1","3","19","6","3","1","15","1","0","3","17","0","Iraklis Petosfairishs","25","24","1","3","2","16","5","4","0","0","16","6","1","0","16","6","0","3","15","4","0","3","13","0"
"12","1","Olympiacos","22","23","3","0","5","23","10","4","1","0","22","10","2","3","11","3","1","0","9","2","0","5","32","0","Panachaiki","25","24","0","1","1","18","4","6","0","3","15","9","1","0","11","6","1","2","13","3","0","4","25","0"
"12","2","Olympiacos","25","24","2","1","4","18","6","3","2","1","15","5","1","3","17","8","1","0","15","1","0","3","30","0","Panachaiki","21","22","1","2","4","20","4","4","1","2","17","7","0","2","21","4","1","2","11","2","0","2","34","0"
"12","3","Olympiacos","25","25","2","0","2","12","6","1","0","0","12","7","1","1","20","8","0","2","11","3","0","3","36","1","Panachaiki","14","14","0","0","2","23","8","1","0","2","20","4","3","2","10","3","0","1","11","1","0","6","31","0"
"12","4","Olympiacos","25","24","2","0","1","24","5","7","1","1","22","13","2","5","7","4","0","0","13","1","0","8","30","0","Panachaiki","23","24","1","1","0","23","8","4","0","2","20","10","1","2","8","4","0","3","9","2","0","7","28","0"
"12","1","Paok","25","25","3","0","3","15","6","5","0","2","13","7","1","0","7","4","1","0","11","0","0","8","19","0","Ethnikos Alexandroupolis","19","19","2","0","4","22","9","3","0","3","17","10","0","2","6","2","0","2","8","2","0","3","27","3"
"12","2","Paok","25","24","3","2","3","11","2","3","1","1","9","5","0","2","17","6","1","0","11","2","0","4","25","0","Ethnikos Alexandroupolis","13","14","1","1","3","21","6","3","2","3","16","5","1","4","8","1","1","1","10","1","0","4","33","1"
"12","3","Paok","25","25","1","0","4","21","13","3","0","2","19","10","0","1","15","6","0","0","20","2","0","9","38","1","Ethnikos Alexandroupolis","23","23","2","0","2","21","5","8","0","1","20","11","1","2","18","4","1","2","15","0","0","6","42","0"
"12","1","Panathinaikos","25","25","2","1","5","13","2","3","2","0","11","5","0","1","16","7","0","0","15","7","0","0","9","0","Kyzikos Peramou","15","15","0","2","2","20","1","6","1","2","16","6","3","1","9","3","4","0","8","0","0","2","1","1"
"12","2","Panathinaikos","31","30","3","0","3","25","10","3","2","3","17","11","1","1","8","0","1","1","17","4","0","0","16","1","Kyzikos Peramou","29","30","3","2","5","27","6","6","0","3","24","12","2","4","15","6","2","4","6","2","0","1","2","0"
"12","3","Panathinaikos","25","25","2","1","4","18","5","2","2","3","12","7","1","0","9","4","2","0","13","4","0","0","10","0","Kyzikos Peramou","22","22","3","2","4","21","5","6","1","2","15","8","1","1","11","4","3","1","9","3","0","3","1","1"
"12","1","Iraklis Chalkidas","23","24","4","2","1","20","5","3","1","1","17","6","1","0","15","5","1","1","18","0","1","10","19","2","Pamvochaikos","25","24","1","1","4","23","4","4","2","4","16","7","0","2","17","11","0","1","15","2","1","1","18","1"
"12","2","Iraklis Chalkidas","25","24","6","2","4","12","3","2","1","0","11","4","0","0","16","7","2","1","7","0","0","3","10","0","Pamvochaikos","15","16","0","1","4","20","5","3","2","6","12","6","0","2","9","2","0","1","12","2","0","2","16","1"
"12","3","Iraklis Chalkidas","21","22","0","1","4","20","3","6","3","0","17","8","2","2","13","6","1","0","12","3","1","6","18","1","Pamvochaikos","25","24","0","3","4","18","7","2","1","0","17","8","3","0","11","7","0","0","17","3","1","4","14","0"
"12","4","Iraklis Chalkidas","9","9","0","0","0","23","6","3","4","2","17","3","4","4","5","0","0","3","7","2","0","3","13","0","Pamvochaikos","25","25","2","4","2","9","5","1","0","0","9","5","2","1","10","7","0","0","8","4","0","0","14","1"
"13","1","Ethnikos Alexandroupolis","20","20","0","2","6","23","8","7","0","1","21","9","1","3","10","5","0","2","9","2","0","5","34","2","Iraklis Chalkidas","25","25","1","0","2","14","4","3","2","0","12","7","1","2","6","3","1","0","10","1","0","3","26","0"
"13","2","Ethnikos Alexandroupolis","25","25","0","2","2","20","6","6","2","0","18","13","1","0","9","4","0","2","11","3","0","6","28","0","Iraklis Chalkidas","21","21","0","2","1","23","5","6","2","0","20","12","1","3","9","4","2","0","13","1","0","7","29","1"
"13","3","Ethnikos Alexandroupolis","25","24","1","2","4","21","3","9","0","1","20","8","0","5","12","8","0","0","16","3","0","8","31","0","Iraklis Chalkidas","22","22","1","0","1","20","3","6","2","1","17","9","1","2","8","2","2","1","8","0","0","5","28","1"
"13","4","Ethnikos Alexandroupolis","25","24","2","3","3","10","4","2","1","0","9","7","0","1","9","5","1","0","12","4","0","5","16","0","Iraklis Chalkidas","13","13","0","1","3","21","5","4","3","2","16","5","3","3","6","3","1","0","10","1","0","8","22","0"
"13","1","Pamvochaikos","17","18","1","1","3","23","4","4","4","1","18","11","3","1","8","2","2","1","17","1","0","8","15","0","Olympiacos","25","24","1","4","1","15","4","7","1","1","13","8","0","0","12","6","1","1","12","5","0","4","16","0"
"13","2","Pamvochaikos","25","24","3","2","4","20","6","2","2","1","15","8","2","0","10","4","0","1","7","2","0","4","19","3","Olympiacos","23","24","1","2","4","20","3","1","2","3","15","6","1","2","13","6","1","2","15","2","0","4","11","0"
"13","3","Pamvochaikos","19","20","1","2","6","21","8","6","2","1","18","7","1","1","7","3","1","1","7","1","0","5","16","0","Olympiacos","25","24","1","2","3","14","4","3","2","1","11","9","0","1","10","4","1","3","8","2","0","4","14","0"
"13","4","Pamvochaikos","21","21","0","1","4","22","10","4","0","4","18","10","0","2","3","3","0","0","8","3","0","2","16","0","Olympiacos","25","25","4","0","3","17","5","7","1","0","16","12","0","1","7","3","3","1","11","0","0","6","15","0"
"13","1","Kyzikos Peramou","23","24","1","0","5","23","8","4","1","1","21","13","3","1","3","3","0","0","13","3","0","6","13","0","Kifisia","25","24","1","1","1","19","9","5","0","1","18","11","1","1","7","4","2","0","12","3","0","8","17","1"
"13","2","Kyzikos Peramou","22","22","1","0","2","23","6","4","2","3","16","11","1","2","5","2","0","0","12","4","0","5","10","1","Kifisia","25","25","3","2","2","20","5","6","0","1","19","9","2","2","9","7","2","0","13","1","0","7","11","0"
"13","3","Kyzikos Peramou","25","25","4","0","4","14","3","3","1","1","12","7","0","3","9","5","2","0","7","3","0","0","7","0","Kifisia","20","20","1","1","6","21","4","8","0","4","15","6","3","0","6","4","0","0","9","2","0","6","0","0"
"13","4","Kyzikos Peramou","18","18","1","1","5","23","8","4","1","1","21","9","3","4","11","6","0","1","5","0","0","0","12","1","Kifisia","25","25","1","1","2","13","1","4","1","1","10","5","0","0","7","5","0","0","12","3","0","6","0","0"
"13","1","Paok","25","24","2","0","5","17","5","4","2","1","13","5","1","2","9","4","0","1","11","4","0","4","27","0","Orestiada","21","22","1","2","5","19","5","9","0","2","16","8","3","1","11","3","1","4","7","1","0","3","31","0"
"13","2","Paok","25","25","1","0","3","11","8","0","0","0","11","7","0","0","14","7","0","1","14","1","0","7","28","0","Orestiada","15","15","0","0","4","22","9","5","0","1","20","9","1","1","11","2","0","4","7","0","0","4","35","0"
"13","3","Paok","25","23","0","0","1","18","8","4","2","0","15","8","2","0","21","6","2","0","15","1","0","7","35","1","Orestiada","22","23","0","2","5","22","11","6","0","0","22","12","1","3","15","4","0","1","21","4","0","8","41","0"
"13","1","Panachaiki","18","19","0","1","2","19","6","3","1","3","15","8","2","1","13","3","3","1","14","1","0","6","16","0","Panathinaikos","25","24","3","1","5","17","7","1","1","0","15","5","1","1","15","8","0","0","11","5","0","1","19","0"
"13","2","Panachaiki","25","24","1","4","6","21","5","3","4","2","15","9","0","0","11","6","2","1","7","3","0","1","16","1","Panathinaikos","23","24","2","4","3","18","7","2","4","1","13","4","2","1","15","7","1","1","9","2","0","4","14","0"
"13","3","Panachaiki","22","23","1","1","2","19","4","4","0","1","16","6","2","3","12","6","2","0","11","3","1","4","20","2","Panathinaikos","25","24","1","0","5","21","5","6","1","1","19","10","1","1","9","3","2","0","12","4","1","2","18","0"
"13","4","Panachaiki","15","15","1","1","3","23","5","3","3","2","18","6","1","2","14","4","3","2","4","1","0","0","21","0","Panathinaikos","25","25","2","3","2","12","4","4","1","1","10","5","0","0","12","7","1","1","17","4","0","4","11","0"
"13","1","Foinikas Syrou","25","24","2","3","3","15","4","4","1","1","13","6","2","2","6","5","0","0","11","6","0","3","10","0","Iraklis Petosfairishs","17","18","1","1","3","21","4","2","3","2","16","8","4","1","6","1","2","1","4","2","0","2","13","0"
"13","2","Foinikas Syrou","25","25","7","2","4","7","5","0","0","0","7","4","2","0","7","6","0","0","9","3","0","3","7","0","Iraklis Petosfairishs","10","10","0","0","3","21","2","4","2","7","12","4","2","2","2","0","1","0","6","2","0","2","10","0"
"13","3","Foinikas Syrou","25","24","2","2","5","16","3","5","0","0","16","9","2","1","10","4","1","0","5","1","0","1","12","0","Iraklis Petosfairishs","17","18","0","0","2","19","3","3","2","2","15","5","1","2","11","3","0","4","7","3","0","4","11","1"
"14","1","Iraklis Petosfairishs","25","24","3","1","2","18","7","7","0","1","17","8","3","2","9","5","0","0","10","2","0","5","16","0","Kyzikos Peramou","21","20","1","0","2","22","8","4","1","3","17","10","1","2","8","2","1","1","15","3","0","8","16","1"
"14","2","Iraklis Petosfairishs","23","23","1","0","2","20","8","4","1","2","17","10","3","0","6","4","0","0","16","3","0","9","13","0","Kyzikos Peramou","25","25","2","1","5","21","6","6","0","1","20","13","2","0","7","5","1","0","14","3","0","7","15","0"
"14","3","Iraklis Petosfairishs","25","24","3","1","2","18","5","4","1","1","15","8","1","1","11","6","1","1","12","2","0","5","15","1","Kyzikos Peramou","21","21","1","1","3","22","6","4","1","3","18","12","2","1","5","1","0","0","7","2","0","3","18","0"
"14","4","Iraklis Petosfairishs","30","28","0","2","2","28","13","9","0","0","28","17","2","1","6","3","0","0","17","4","0","8","23","0","Kyzikos Peramou","28","29","0","0","1","26","8","3","2","0","24","17","2","2","11","6","2","1","15","2","0","6","20","1"
"14","1","Kifisia","25","25","0","1","5","16","6","2","1","2","12","7","1","1","8","3","2","1","7","5","0","1","14","1","Panachaiki","21","21","2","1","5","20","8","9","1","0","19","8","4","3","3","0","1","2","8","3","0","1","21","0"
"14","2","Kifisia","22","22","1","0","2","16","7","8","0","1","13","5","2","1","14","3","1","2","11","1","4","2","19","2","Panachaiki","25","25","1","0","9","20","2","8","0","1","18","8","1","2","10","6","0","1","10","3","0","2","23","0"
"14","3","Kifisia","25","25","0","0","3","19","6","3","1","1","16","7","2","1","9","8","0","0","12","6","0","6","14","1","Panachaiki","21","21","1","1","2","22","9","7","0","0","21","7","4","1","10","6","2","0","9","2","0","5","22","1"
"14","4","Kifisia","25","24","1","1","6","12","5","4","1","0","11","6","0","0","8","5","1","1","9","3","0","2","11","0","Panachaiki","18","19","0","1","7","18","7","2","1","1","16","7","2","1","8","3","1","2","9","1","0","5","17","0"
"14","1","Orestiada","19","20","1","0","5","22","9","8","0","1","20","8","2","1","10","3","0","0","14","1","0","2","0","0","Foinikas Syrou","25","24","1","0","2","15","2","5","0","1","12","6","0","3","16","10","1","1","10","2","0","1","2","0"
"14","2","Orestiada","21","21","0","0","3","23","5","13","0","0","23","7","2","3","13","6","2","1","12","4","0","0","2","2","Foinikas Syrou","25","25","0","0","2","18","3","6","0","0","17","10","2","0","8","2","2","2","19","4","0","1","1","0"
"14","3","Orestiada","18","19","1","0","5","22","4","6","1","1","20","8","3","1","7","4","0","1","14","1","0","0","3","1","Foinikas Syrou","25","24","1","1","2","13","2","5","0","0","12","7","1","1","12","6","0","1","17","3","0","0","1","0"
"14","1","Olympiacos","25","25","2","2","2","17","7","6","0","0","15","8","2","1","11","7","1","1","14","3","0","9","26","2","Ethnikos Alexandroupolis","19","19","0","0","2","23","4","6","2","2","18","7","2","3","4","3","1","0","9","3","0","3","23","0"
"14","2","Olympiacos","25","24","0","3","1","14","7","3","0","0","14","4","2","5","19","12","3","2","7","1","0","3","30","0","Ethnikos Alexandroupolis","18","19","0","0","5","23","3","6","3","0","16","5","1","3","1","0","0","0","15","5","0","7","19","0"
"14","3","Olympiacos","25","25","0","2","3","14","6","2","0","0","13","5","0","2","15","9","0","1","11","3","0","5","25","0","Ethnikos Alexandroupolis","17","17","0","0","3","22","7","5","2","0","18","5","3","3","11","6","0","1","9","0","0","3","31","1"
"14","1","Panathinaikos","25","25","1","2","2","8","3","1","0","1","7","5","0","0","8","5","1","0","16","3","0","6","6","0","Pamvochaikos","14","14","1","0","6","23","6","4","2","1","19","9","2","1","11","1","1","2","4","1","0","1","22","2"
"14","2","Panathinaikos","25","24","2","1","4","16","5","3","0","0","16","8","1","2","5","4","0","1","15","3","1","5","15","1","Pamvochaikos","22","23","0","0","7","20","9","4","1","2","17","9","2","0","6","3","1","0","8","1","0","4","20","1"
"14","3","Panathinaikos","25","25","1","1","2","10","5","1","0","0","10","8","1","1","7","6","0","0","13","4","0","5","10","0","Pamvochaikos","12","12","0","0","2","23","6","3","1","1","19","8","4","2","1","0","0","0","5","1","0","3","17","2"
"14","1","Iraklis Chalkidas","17","18","1","0","2","21","8","6","1","3","17","10","1","3","7","1","0","2","8","1","0","7","23","1","Paok","25","24","3","1","3","16","6","7","0","1","15","10","0","1","4","3","1","0","10","1","0","5","19","0"
"14","2","Iraklis Chalkidas","25","24","4","1","3","17","8","5","1","0","16","6","3","0","13","6","4","0","9","2","0","3","28","0","Paok","20","21","0","1","4","21","9","4","1","4","16","7","2","2","8","3","0","1","17","7","0","6","26","0"
"14","3","Iraklis Chalkidas","17","18","1","0","2","20","6","4","0","0","20","7","1","2","3","1","1","0","8","2","0","6","29","0","Paok","25","24","0","0","4","16","3","6","0","1","13","10","2","0","9","9","0","0","12","2","0","3","30","2"
"14","4","Iraklis Chalkidas","22","22","1","1","3","22","9","3","0","1","20","10","1","5","14","5","2","3","8","1","0","4","36","0","Paok","25","25","1","0","3","19","4","5","1","1","16","7","1","2","7","3","0","0","15","3","0","9","30","0"
"15","1","Ethnikos Alexandroupolis","24","24","1","5","3","20","4","5","3","1","15","9","1","1","11","4","2","1","7","2","0","5","21","0","Panathinaikos","26","26","1","3","6","21","8","3","5","1","15","10","2","1","11","7","0","1","14","3","0","6","25","0"
"15","2","Ethnikos Alexandroupolis","25","24","1","0","4","19","4","0","1","1","17","11","2","1","9","6","0","2","8","2","0","5","21","0","Panathinaikos","22","22","1","1","3","20","7","1","0","1","18","10","2","0","3","2","0","0","10","2","0","7","21","1"
"15","3","Ethnikos Alexandroupolis","25","24","3","1","2","13","5","3","1","0","10","6","1","1","13","6","1","0","8","2","0","4","21","0","Panathinaikos","16","17","0","1","4","22","7","2","1","3","18","8","2","2","8","3","0","2","13","2","0","5","23","0"
"15","4","Ethnikos Alexandroupolis","19","20","1","1","3","21","7","3","2","2","16","4","1","1","8","5","1","0","13","3","0","8","22","0","Panathinaikos","25","24","2","2","3","17","6","1","1","1","15","8","3","2","13","9","0","1","10","2","0","4","26","0"
"15","5","Ethnikos Alexandroupolis","4","5","0","0","1","14","3","4","1","2","11","3","1","4","2","1","0","0","2","0","0","2","10","0","Panathinaikos","15","14","2","1","0","4","3","0","0","0","4","3","0","0","5","4","0","0","4","1","0","1","8","0"
"15","1","Pamvochaikos","23","24","1","1","6","20","5","5","1","2","16","10","1","2","7","3","1","1","7","2","0","3","19","1","Kifisia","25","24","2","1","4","18","6","5","1","1","15","9","2","1","10","2","0","1","11","2","0","7","16","1"
"15","2","Pamvochaikos","24","24","1","0","6","21","7","3","1","1","19","5","1","2","8","5","1","0","10","3","0","3","20","1","Kifisia","26","26","1","1","5","18","9","4","0","1","16","8","1","1","19","6","2","2","13","2","0","4","16","1"
"15","3","Pamvochaikos","12","13","0","0","1","23","5","2","1","5","16","6","0","4","7","3","1","1","6","0","0","2","12","0","Kifisia","25","24","5","1","1","12","8","1","0","0","12","6","0","0","8","7","0","0","11","1","0","6","10","1"
"15","1","Kyzikos Peramou","30","29","1","1","6","25","9","2","0","5","20","13","1","0","9","6","1","1","9","2","0","4","16","0","Foinikas Syrou","28","29","5","0","4","23","11","4","1","1","20","11","2","3","6","3","0","0","10","2","0","6","17","1"
"15","2","Kyzikos Peramou","22","23","1","1","2","22","4","3","3","3","15","8","2","1","9","4","1","0","10","4","0","2","7","0","Foinikas Syrou","25","24","3","3","2","21","8","5","1","1","19","11","1","2","12","5","3","1","11","3","0","4","13","0"
"15","3","Kyzikos Peramou","18","18","1","0","4","21","2","6","0","1","20","6","2","1","7","5","0","0","14","2","0","9","13","0","Foinikas Syrou","25","25","1","0","4","14","4","2","0","1","13","11","0","0","11","6","2","0","16","2","0","5","8","0"
"15","4","Kyzikos Peramou","27","27","3","0","4","25","7","5","1","3","21","14","1","0","9","4","2","0","19","5","0","7","9","0","Foinikas Syrou","25","25","3","1","0","23","7","7","0","3","20","9","5","1","13","6","0","0","17","3","0","8","16","0"
"15","5","Kyzikos Peramou","15","15","0","1","1","9","1","0","2","2","5","3","0","0","7","5","0","1","11","2","0","6","2","0","Foinikas Syrou","13","13","2","2","4","14","4","3","1","0","13","6","0","1","8","3","2","0","3","0","0","2","9","0"
"15","1","Paok","25","25","2","1","5","16","7","1","0","2","13","9","0","2","4","2","0","0","9","4","0","3","16","1","Olympiacos","20","20","2","0","4","20","8","3","1","2","16","8","2","3","5","2","2","0","5","0","0","4","22","1"
"15","2","Paok","19","19","0","0","8","21","12","3","1","0","18","9","2","2","7","4","1","1","9","2","0","5","28","0","Olympiacos","25","25","0","1","4","11","5","2","0","0","11","8","0","0","9","3","2","0","9","3","0","4","19","0"
"15","3","Paok","25","25","1","1","2","16","7","2","0","2","14","12","0","0","13","6","2","0","14","2","0","6","24","0","Olympiacos","19","19","2","0","3","23","8","3","1","1","21","10","2","1","5","3","0","0","14","2","0","8","26","0"
"15","4","Paok","17","17","0","0","2","23","8","2","2","1","20","8","3","4","5","3","0","1","10","2","0","4","25","0","Olympiacos","25","24","1","2","1","15","6","2","0","0","15","11","0","1","7","2","2","1","9","3","0","3","19","0"
"15","5","Paok","14","14","1","0","1","11","4","4","1","0","10","3","1","1","11","3","0","2","13","2","0","6","15","0","Olympiacos","16","16","0","1","5","13","9","1","0","1","12","8","0","0","12","3","2","0","14","1","0","5","21","0"
"15","1","Panachaiki","18","18","0","0","8","23","12","1","1","0","22","8","3","3","7","3","0","1","5","2","0","2","20","1","Iraklis Petosfairishs","25","25","0","1","2","10","6","2","0","0","10","7","0","1","9","2","2","1","13","3","1","2","10","1"
"15","2","Panachaiki","18","19","0","1","3","22","7","6","3","1","18","8","3","3","12","5","2","1","8","0","0","3","22","1","Iraklis Petosfairishs","25","24","1","3","2","16","7","3","1","0","15","8","0","2","13","3","0","1","14","5","0","4","15","0"
"15","3","Panachaiki","27","26","4","4","4","23","6","6","3","1","19","9","1","2","14","6","2","1","8","3","0","3","17","0","Iraklis Petosfairishs","25","25","1","3","2","22","6","5","4","4","12","7","0","0","13","6","3","0","15","3","2","3","12","2"
"15","4","Panachaiki","20","19","1","2","6","21","5","6","0","1","19","10","4","0","6","4","0","1","9","1","1","2","17","1","Iraklis Petosfairishs","25","23","1","0","2","13","6","2","2","1","10","6","1","0","7","3","0","1","11","4","0","4","10","0"
"15","1","Iraklis Chalkidas","25","24","0","0","2","22","1","12","0","3","18","11","0","1","17","6","2","2","18","2","0","5","36","0","Orestiada","22","23","3","0","1","22","9","2","0","0","21","7","2","2","14","5","0","3","13","2","0","6","34","0"
"15","2","Iraklis Chalkidas","25","25","3","1","3","16","3","4","0","1","14","7","1","1","16","6","2","2","16","3","0","6","31","0","Orestiada","19","19","1","0","3","22","7","3","1","3","17","6","2","1","7","2","1","1","14","3","0","6","26","1"
"15","3","Iraklis Chalkidas","25","24","3","1","3","15","3","6","0","1","12","8","0","1","11","8","0","2","9","0","0","6","26","1","Orestiada","16","17","1","0","2","21","2","7","1","3","17","6","0","4","4","2","0","0","8","0","0","8","21","0"
"16","1","Iraklis Petosfairishs","18","19","1","1","3","20","8","2","1","3","16","9","2","3","4","1","1","0","8","2","0","5","14","0","Pamvochaikos","25","23","3","1","3","16","9","1","1","1","13","7","2","0","6","5","0","1","10","3","0","5","12","1"
